Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
309,385,9,2017-01-01T00:00:00.000-06:00,2017-03-06T00:00:00.000-06:00
5440,5491,9,2017-02-17T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
4316,4399,9,2017-01-24T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
2717,2867,9,2017-02-02T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
740,751,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
1351,1377,9,2017-01-03T00:00:00.000-06:00,2017-04-23T00:00:00.000-05:00
4042,4399,9,2017-01-31T00:00:00.000-06:00,2017-04-02T00:00:00.000-05:00
1371,2959,9,2017-01-25T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
368,1001,9,2017-01-03T00:00:00.000-06:00,2017-04-10T00:00:00.000-05:00
716,763,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
407,2759,9,2017-02-02T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
928,4025,9,2017-02-07T00:00:00.000-06:00,2017-04-24T00:00:00.000-05:00
746,751,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
772,1001,9,2017-01-04T00:00:00.000-06:00,2017-04-20T00:00:00.000-05:00
1332,2905,9,2017-01-25T00:00:00.000-06:00,2017-04-21T00:00:00.000-05:00
1337,2959,9,2017-01-25T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
1228,1287,9,2017-01-03T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
366,733,9,2017-01-04T00:00:00.000-06:00,2017-03-24T00:00:00.000-05:00
1696,2789,9,2017-02-02T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
2759,2867,9,2017-02-02T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
928,2939,9,2017-01-25T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
4011,4012,9,2017-01-20T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
443,2560,9,2017-01-21T00:00:00.000-06:00,2017-03-20T00:00:00.000-05:00
5481,5494,9,2017-02-17T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
3913,3924,9,2017-01-19T00:00:00.000-06:00,2017-03-30T00:00:00.000-05:00
915,930,9,2017-01-02T00:00:00.000-06:00,2017-03-10T00:00:00.000-06:00
1371,2939,9,2017-01-25T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
4066,4080,9,2017-01-20T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
1484,2759,9,2017-02-02T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
701,724,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
716,740,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
2988,4344,9,2017-02-20T00:00:00.000-06:00,2017-04-29T00:00:00.000-05:00
1464,2789,9,2017-02-02T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
364,1023,9,2017-01-03T00:00:00.000-06:00,2017-04-20T00:00:00.000-05:00
724,751,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
407,2969,9,2017-02-04T00:00:00.000-06:00,2017-04-02T00:00:00.000-05:00
2511,2717,9,2017-02-02T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
2511,4025,9,2017-02-07T00:00:00.000-06:00,2017-04-24T00:00:00.000-05:00
1371,2969,9,2017-01-25T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
1818,2783,9,2017-02-02T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
928,2867,9,2017-02-04T00:00:00.000-06:00,2017-04-15T00:00:00.000-05:00
4042,4395,9,2017-01-31T00:00:00.000-06:00,2017-04-02T00:00:00.000-05:00
1023,1053,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
701,746,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
1337,2867,9,2017-02-04T00:00:00.000-06:00,2017-04-15T00:00:00.000-05:00
4012,4044,9,2017-01-20T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
308,313,9,2017-01-01T00:00:00.000-06:00,2017-03-28T00:00:00.000-05:00
928,4053,9,2017-02-07T00:00:00.000-06:00,2017-04-24T00:00:00.000-05:00
1865,2773,9,2017-01-20T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
1371,2867,9,2017-02-04T00:00:00.000-06:00,2017-04-15T00:00:00.000-05:00
701,716,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
1053,1095,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
2440,2486,9,2017-01-09T00:00:00.000-06:00,2017-04-23T00:00:00.000-05:00
5443,5500,9,2017-02-17T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
4083,4339,9,2017-01-31T00:00:00.000-06:00,2017-04-12T00:00:00.000-05:00
751,772,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
701,740,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
716,1053,9,2017-01-04T00:00:00.000-06:00,2017-04-12T00:00:00.000-05:00
4009,4011,9,2017-01-20T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
4044,4066,9,2017-01-20T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
746,1023,9,2017-01-04T00:00:00.000-06:00,2017-04-20T00:00:00.000-05:00
1046,1651,9,2017-02-01T00:00:00.000-06:00,2017-04-14T00:00:00.000-05:00
4042,4316,9,2017-01-28T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
5443,5481,9,2017-02-17T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
2509,4656,9,2017-02-04T00:00:00.000-06:00,2017-03-20T00:00:00.000-05:00
4066,4083,9,2017-01-20T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
727,752,9,2017-01-02T00:00:00.000-06:00,2017-03-25T00:00:00.000-05:00
407,1484,9,2017-02-02T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
4080,4083,9,2017-01-20T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
1884,2773,9,2017-01-20T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
760,772,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
4042,4053,9,2017-01-20T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
716,751,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
1001,1095,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
716,760,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
975,2867,9,2017-02-04T00:00:00.000-06:00,2017-04-15T00:00:00.000-05:00
407,2867,9,2017-02-02T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
5491,5494,9,2017-02-17T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
2511,4053,9,2017-02-07T00:00:00.000-06:00,2017-04-24T00:00:00.000-05:00
802,831,9,2017-01-02T00:00:00.000-06:00,2017-04-21T00:00:00.000-05:00
746,760,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
2911,2988,9,2017-01-10T00:00:00.000-06:00,2017-04-10T00:00:00.000-05:00
5440,5481,9,2017-02-17T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
724,772,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
716,772,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
407,2717,9,2017-02-02T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
4044,4083,9,2017-01-20T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
5494,5500,9,2017-02-17T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
3548,3561,9,2017-01-15T00:00:00.000-06:00,2017-04-26T00:00:00.000-05:00
731,774,9,2017-01-02T00:00:00.000-06:00,2017-03-06T00:00:00.000-06:00
740,760,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
763,772,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
4012,4066,9,2017-01-20T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
4012,4339,9,2017-01-31T00:00:00.000-06:00,2017-04-12T00:00:00.000-05:00
975,2969,9,2017-01-25T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
4011,4066,9,2017-01-20T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
5440,5500,9,2017-02-17T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
4013,4016,9,2017-01-20T00:00:00.000-06:00,2017-03-10T00:00:00.000-06:00
5481,5500,9,2017-02-17T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
5443,5491,9,2017-02-17T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
5481,5491,9,2017-02-17T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
4009,4066,9,2017-01-20T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
2511,2759,9,2017-02-02T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
1001,1053,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
5420,5467,9,2017-02-17T00:00:00.000-06:00,2017-03-20T00:00:00.000-05:00
5440,5443,9,2017-02-17T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
4339,4364,9,2017-01-24T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
1337,2939,9,2017-01-25T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
1025,1026,9,2017-01-02T00:00:00.000-06:00,2017-04-10T00:00:00.000-05:00
5491,5500,9,2017-02-17T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
4011,4080,9,2017-01-20T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
407,2939,9,2017-02-04T00:00:00.000-06:00,2017-04-02T00:00:00.000-05:00
4016,4059,9,2017-01-20T00:00:00.000-06:00,2017-03-10T00:00:00.000-06:00
1484,2717,9,2017-02-02T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
975,2511,9,2017-02-04T00:00:00.000-06:00,2017-04-15T00:00:00.000-05:00
701,772,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
4025,4042,9,2017-01-20T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
1976,1984,9,2017-01-08T00:00:00.000-06:00,2017-03-26T00:00:00.000-05:00
364,368,9,2017-01-01T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
716,746,9,2017-01-02T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
5443,5494,9,2017-02-17T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
750,773,9,2017-01-02T00:00:00.000-06:00,2017-04-05T00:00:00.000-05:00
5440,5494,9,2017-02-17T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
374,733,9,2017-01-04T00:00:00.000-06:00,2017-03-24T00:00:00.000-05:00
2941,4009,8,2017-02-07T00:00:00.000-06:00,2017-04-12T00:00:00.000-05:00
2759,5491,8,2017-02-22T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
1337,4025,8,2017-02-07T00:00:00.000-06:00,2017-04-15T00:00:00.000-05:00
2939,4395,8,2017-02-07T00:00:00.000-06:00,2017-04-02T00:00:00.000-05:00
719,721,8,2017-01-02T00:00:00.000-06:00,2017-02-27T00:00:00.000-06:00
2105,2106,8,2017-01-09T00:00:00.000-06:00,2017-03-24T00:00:00.000-05:00
905,2992,8,2017-01-25T00:00:00.000-06:00,2017-04-22T00:00:00.000-05:00
1337,2717,8,2017-02-04T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
281,3193,8,2017-01-20T00:00:00.000-06:00,2017-04-29T00:00:00.000-05:00
407,4399,8,2017-02-07T00:00:00.000-06:00,2017-04-02T00:00:00.000-05:00
4011,4339,8,2017-01-31T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
719,774,8,2017-01-02T00:00:00.000-06:00,2017-02-27T00:00:00.000-06:00
407,1337,8,2017-02-04T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
752,760,8,2017-01-02T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
407,4388,8,2017-02-07T00:00:00.000-06:00,2017-04-02T00:00:00.000-05:00
1464,4011,8,2017-02-07T00:00:00.000-06:00,2017-04-05T00:00:00.000-05:00
4059,4080,8,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
1692,2560,8,2017-01-24T00:00:00.000-06:00,2017-03-20T00:00:00.000-05:00
733,771,8,2017-01-02T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
739,763,8,2017-01-02T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
2717,2969,8,2017-02-04T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
4632,4656,8,2017-02-02T00:00:00.000-06:00,2017-04-12T00:00:00.000-05:00
364,746,8,2017-01-04T00:00:00.000-06:00,2017-04-20T00:00:00.000-05:00
752,759,8,2017-01-02T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
606,3169,8,2017-01-13T00:00:00.000-06:00,2017-04-22T00:00:00.000-05:00
5706,5720,8,2017-02-24T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
739,755,8,2017-01-02T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
740,771,8,2017-01-02T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
4053,4388,8,2017-01-31T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
2279,3509,8,2017-01-28T00:00:00.000-06:00,2017-04-17T00:00:00.000-05:00
5706,5744,8,2017-02-24T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
1484,2959,8,2017-02-04T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
4042,4080,8,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
364,374,8,2017-01-01T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
1012,2645,8,2017-02-10T00:00:00.000-06:00,2017-04-20T00:00:00.000-05:00
2939,4388,8,2017-02-07T00:00:00.000-06:00,2017-04-02T00:00:00.000-05:00
758,795,8,2017-01-02T00:00:00.000-06:00,2017-02-23T00:00:00.000-06:00
701,771,8,2017-01-02T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
5912,5978,8,2017-03-05T00:00:00.000-06:00,2017-04-29T00:00:00.000-05:00
4053,4395,8,2017-01-31T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
2941,2959,8,2017-01-10T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
293,299,8,2017-01-01T00:00:00.000-06:00,2017-02-28T00:00:00.000-06:00
771,772,8,2017-01-02T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
1498,2728,8,2017-01-20T00:00:00.000-06:00,2017-04-29T00:00:00.000-05:00
701,755,8,2017-01-02T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
1484,2939,8,2017-02-04T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
407,4042,8,2017-02-07T00:00:00.000-06:00,2017-04-02T00:00:00.000-05:00
928,2717,8,2017-02-04T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
749,795,8,2017-01-02T00:00:00.000-06:00,2017-02-23T00:00:00.000-06:00
1034,1616,8,2017-01-21T00:00:00.000-06:00,2017-04-15T00:00:00.000-05:00
407,1371,8,2017-02-04T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
2759,5443,8,2017-02-22T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
4316,5491,8,2017-02-22T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
2221,2222,8,2017-01-09T00:00:00.000-06:00,2017-04-09T00:00:00.000-05:00
385,1043,8,2017-01-03T00:00:00.000-06:00,2017-03-06T00:00:00.000-06:00
733,755,8,2017-01-02T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
746,755,8,2017-01-02T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
2717,2783,8,2017-01-10T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
5464,5478,8,2017-02-17T00:00:00.000-06:00,2017-04-29T00:00:00.000-05:00
739,771,8,2017-01-02T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
2783,2789,8,2017-01-10T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
4016,4042,8,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
759,771,8,2017-01-02T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
915,975,8,2017-01-02T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
1371,4025,8,2017-02-07T00:00:00.000-06:00,2017-04-15T00:00:00.000-05:00
2137,2182,8,2017-01-09T00:00:00.000-06:00,2017-04-10T00:00:00.000-05:00
308,309,8,2017-01-01T00:00:00.000-06:00,2017-02-27T00:00:00.000-06:00
740,759,8,2017-01-02T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
1482,2783,8,2017-02-02T00:00:00.000-06:00,2017-03-10T00:00:00.000-06:00
2759,2789,8,2017-01-10T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
3679,3698,8,2017-01-15T00:00:00.000-06:00,2017-04-13T00:00:00.000-05:00
650,684,8,2017-01-02T00:00:00.000-06:00,2017-03-09T00:00:00.000-06:00
1464,1484,8,2017-01-04T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
3971,3994,8,2017-01-19T00:00:00.000-06:00,2017-04-15T00:00:00.000-05:00
2511,2959,8,2017-02-04T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
2939,2941,8,2017-01-10T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
1272,2556,8,2017-01-21T00:00:00.000-06:00,2017-04-16T00:00:00.000-05:00
733,763,8,2017-01-02T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
4353,4373,8,2017-01-24T00:00:00.000-06:00,2017-03-10T00:00:00.000-06:00
739,760,8,2017-01-02T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
2717,5481,8,2017-02-22T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
2773,4607,8,2017-02-07T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
724,759,8,2017-01-02T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
333,369,8,2017-01-01T00:00:00.000-06:00,2017-03-20T00:00:00.000-05:00
1371,5423,8,2017-02-22T00:00:00.000-06:00,2017-04-22T00:00:00.000-05:00
610,3123,8,2017-01-13T00:00:00.000-06:00,2017-03-17T00:00:00.000-05:00
364,1053,8,2017-01-03T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
733,772,8,2017-01-02T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
1371,2717,8,2017-02-04T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
4316,5481,8,2017-02-22T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
1369,1371,8,2017-01-03T00:00:00.000-06:00,2017-04-22T00:00:00.000-05:00
