Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
8556,9101,8,2017-10-04T00:00:00.000-05:00,2017-12-24T00:00:00.000-06:00
5111,13296,8,2017-11-10T00:00:00.000-06:00,2017-12-25T00:00:00.000-06:00
7661,13249,8,2017-11-10T00:00:00.000-06:00,2017-12-25T00:00:00.000-06:00
6743,9721,8,2017-08-27T00:00:00.000-05:00,2017-11-07T00:00:00.000-06:00
5111,13249,8,2017-11-10T00:00:00.000-06:00,2017-12-25T00:00:00.000-06:00
798,10308,8,2017-09-21T00:00:00.000-05:00,2017-12-09T00:00:00.000-06:00
7721,9540,8,2017-11-10T00:00:00.000-06:00,2017-12-14T00:00:00.000-06:00
7721,13564,8,2017-11-10T00:00:00.000-06:00,2017-12-14T00:00:00.000-06:00
3309,8539,8,2017-08-08T00:00:00.000-05:00,2017-11-19T00:00:00.000-06:00
5201,8446,8,2017-10-04T00:00:00.000-05:00,2017-12-14T00:00:00.000-06:00
6591,8810,8,2017-09-04T00:00:00.000-05:00,2017-11-27T00:00:00.000-06:00
356,13564,8,2017-11-10T00:00:00.000-06:00,2017-12-14T00:00:00.000-06:00
7661,13296,8,2017-11-10T00:00:00.000-06:00,2017-12-25T00:00:00.000-06:00
4483,10478,8,2017-09-10T00:00:00.000-05:00,2017-11-22T00:00:00.000-06:00
5212,7099,8,2017-09-29T00:00:00.000-05:00,2017-12-10T00:00:00.000-06:00
4391,11192,8,2017-09-24T00:00:00.000-05:00,2017-12-28T00:00:00.000-06:00
8961,11290,8,2017-10-04T00:00:00.000-05:00,2017-12-23T00:00:00.000-06:00
12323,13564,8,2017-11-10T00:00:00.000-06:00,2017-12-14T00:00:00.000-06:00
517,10757,8,2017-08-18T00:00:00.000-05:00,2017-12-09T00:00:00.000-06:00
311,1850,8,2017-09-24T00:00:00.000-05:00,2017-12-16T00:00:00.000-06:00
6733,9101,8,2017-09-01T00:00:00.000-05:00,2017-12-18T00:00:00.000-06:00
10439,10548,8,2017-08-22T00:00:00.000-05:00,2017-12-14T00:00:00.000-06:00
356,13221,8,2017-11-10T00:00:00.000-06:00,2017-12-14T00:00:00.000-06:00
2964,6591,8,2017-09-04T00:00:00.000-05:00,2017-11-27T00:00:00.000-06:00
6323,6535,8,2017-09-19T00:00:00.000-05:00,2017-11-21T00:00:00.000-06:00
9540,13564,8,2017-11-10T00:00:00.000-06:00,2017-12-14T00:00:00.000-06:00
