Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
1046,1651,9,2017-02-01 00:00:00,2017-04-14 00:00:00
4339,4012,9,2017-01-31 00:00:00,2017-04-12 00:00:00
4339,4009,9,2017-01-31 00:00:00,2017-04-12 00:00:00
4016,4059,9,2017-01-20 00:00:00,2017-03-10 00:00:00
2717,1484,9,2017-02-02 00:00:00,2017-03-13 00:00:00
1484,407,9,2017-02-02 00:00:00,2017-03-13 00:00:00
5491,5500,9,2017-02-17 00:00:00,2017-04-25 00:00:00
364,1023,9,2017-01-03 00:00:00,2017-04-20 00:00:00
1332,2905,9,2017-01-25 00:00:00,2017-04-21 00:00:00
740,724,9,2017-01-02 00:00:00,2017-01-31 00:00:00
5420,5467,9,2017-02-17 00:00:00,2017-03-20 00:00:00
2969,407,9,2017-02-04 00:00:00,2017-04-02 00:00:00
5481,5494,9,2017-02-17 00:00:00,2017-04-25 00:00:00
2759,2867,9,2017-01-10 00:00:00,2017-03-13 00:00:00
701,724,9,2017-01-02 00:00:00,2017-01-31 00:00:00
746,740,9,2017-01-02 00:00:00,2017-01-31 00:00:00
5481,5500,9,2017-02-17 00:00:00,2017-04-25 00:00:00
1976,1984,9,2017-01-08 00:00:00,2017-03-26 00:00:00
3913,3924,9,2017-01-19 00:00:00,2017-03-30 00:00:00
4066,4009,9,2017-01-20 00:00:00,2017-03-14 00:00:00
746,760,9,2017-01-02 00:00:00,2017-01-31 00:00:00
2511,1371,9,2017-02-04 00:00:00,2017-04-15 00:00:00
2511,4053,9,2017-02-07 00:00:00,2017-04-24 00:00:00
1228,1287,9,2017-01-03 00:00:00,2017-03-14 00:00:00
2867,2717,9,2017-01-10 00:00:00,2017-03-13 00:00:00
752,727,9,2017-01-02 00:00:00,2017-03-25 00:00:00
746,1023,9,2017-01-02 00:00:00,2017-04-21 00:00:00
1001,1053,9,2017-01-02 00:00:00,2017-01-31 00:00:00
2939,975,9,2017-01-25 00:00:00,2017-03-13 00:00:00
1025,1026,9,2017-01-02 00:00:00,2017-04-10 00:00:00
4344,2988,9,2017-02-20 00:00:00,2017-04-29 00:00:00
2959,928,9,2017-01-25 00:00:00,2017-03-13 00:00:00
4080,4011,9,2017-01-20 00:00:00,2017-03-14 00:00:00
4339,4364,9,2017-01-24 00:00:00,2017-03-14 00:00:00
928,4025,9,2017-02-07 00:00:00,2017-04-24 00:00:00
716,1053,9,2017-01-02 00:00:00,2017-04-12 00:00:00
4083,4044,9,2017-01-20 00:00:00,2017-03-14 00:00:00
1351,1377,9,2017-01-03 00:00:00,2017-04-23 00:00:00
5481,5443,9,2017-02-17 00:00:00,2017-04-25 00:00:00
701,740,9,2017-01-02 00:00:00,2017-01-31 00:00:00
4066,4044,9,2017-01-20 00:00:00,2017-03-14 00:00:00
1001,772,9,2017-01-02 00:00:00,2017-04-20 00:00:00
1001,1095,9,2017-01-02 00:00:00,2017-01-31 00:00:00
716,772,9,2017-01-02 00:00:00,2017-01-31 00:00:00
746,763,9,2017-01-02 00:00:00,2017-01-31 00:00:00
1371,1484,9,2017-02-04 00:00:00,2017-04-15 00:00:00
5440,5443,9,2017-02-17 00:00:00,2017-04-25 00:00:00
701,772,9,2017-01-02 00:00:00,2017-01-31 00:00:00
4042,4395,9,2017-01-31 00:00:00,2017-04-02 00:00:00
5491,5443,9,2017-02-17 00:00:00,2017-04-25 00:00:00
366,733,9,2017-01-03 00:00:00,2017-03-24 00:00:00
4042,4025,9,2017-01-20 00:00:00,2017-03-13 00:00:00
724,751,9,2017-01-02 00:00:00,2017-01-31 00:00:00
5491,5494,9,2017-02-17 00:00:00,2017-04-25 00:00:00
5500,5440,9,2017-02-17 00:00:00,2017-04-25 00:00:00
4066,4011,9,2017-01-20 00:00:00,2017-03-14 00:00:00
1001,746,9,2017-01-02 00:00:00,2017-04-20 00:00:00
724,1053,9,2017-01-02 00:00:00,2017-04-12 00:00:00
1023,368,9,2017-01-03 00:00:00,2017-04-10 00:00:00
3561,3548,9,2017-01-15 00:00:00,2017-04-26 00:00:00
2959,1337,9,2017-01-25 00:00:00,2017-03-13 00:00:00
2969,928,9,2017-01-25 00:00:00,2017-03-13 00:00:00
4009,4044,9,2017-01-20 00:00:00,2017-03-14 00:00:00
5440,5494,9,2017-02-17 00:00:00,2017-04-25 00:00:00
774,731,9,2017-01-02 00:00:00,2017-03-06 00:00:00
2867,1371,9,2017-02-04 00:00:00,2017-04-15 00:00:00
2959,407,9,2017-02-04 00:00:00,2017-04-02 00:00:00
4399,4316,9,2017-01-24 00:00:00,2017-03-13 00:00:00
364,368,9,2017-01-01 00:00:00,2017-04-16 00:00:00
716,763,9,2017-01-02 00:00:00,2017-01-31 00:00:00
733,374,9,2017-01-03 00:00:00,2017-03-24 00:00:00
385,309,9,2017-01-01 00:00:00,2017-03-06 00:00:00
5481,5491,9,2017-02-17 00:00:00,2017-04-25 00:00:00
2969,1371,9,2017-01-25 00:00:00,2017-03-13 00:00:00
1371,2959,9,2017-01-25 00:00:00,2017-03-13 00:00:00
4009,4011,9,2017-01-20 00:00:00,2017-03-14 00:00:00
2911,2988,9,2017-01-10 00:00:00,2017-04-10 00:00:00
4012,4044,9,2017-01-20 00:00:00,2017-03-14 00:00:00
4066,4012,9,2017-01-20 00:00:00,2017-03-14 00:00:00
4012,4011,9,2017-01-20 00:00:00,2017-03-14 00:00:00
740,772,9,2017-01-02 00:00:00,2017-01-31 00:00:00
2717,407,9,2017-02-02 00:00:00,2017-03-13 00:00:00
4042,4053,9,2017-01-20 00:00:00,2017-03-13 00:00:00
2789,1696,9,2017-01-10 00:00:00,2017-03-14 00:00:00
930,915,9,2017-01-02 00:00:00,2017-03-10 00:00:00
724,772,9,2017-01-02 00:00:00,2017-01-31 00:00:00
701,716,9,2017-01-02 00:00:00,2017-01-31 00:00:00
2867,1337,9,2017-02-04 00:00:00,2017-04-15 00:00:00
724,763,9,2017-01-02 00:00:00,2017-01-31 00:00:00
2511,1337,9,2017-02-04 00:00:00,2017-04-15 00:00:00
2511,2717,9,2017-01-10 00:00:00,2017-03-13 00:00:00
2939,928,9,2017-01-25 00:00:00,2017-03-13 00:00:00
740,760,9,2017-01-02 00:00:00,2017-01-31 00:00:00
2556,2501,9,2017-01-10 00:00:00,2017-04-16 00:00:00
5494,5443,9,2017-02-17 00:00:00,2017-04-25 00:00:00
4080,4044,9,2017-01-20 00:00:00,2017-03-14 00:00:00
4013,4059,9,2017-01-20 00:00:00,2017-03-10 00:00:00
2759,407,9,2017-02-02 00:00:00,2017-03-13 00:00:00
2789,1464,9,2017-02-02 00:00:00,2017-03-14 00:00:00
2789,1666,9,2017-02-02 00:00:00,2017-03-14 00:00:00
313,308,9,2017-01-01 00:00:00,2017-03-28 00:00:00
364,1001,9,2017-01-03 00:00:00,2017-04-20 00:00:00
716,760,9,2017-01-02 00:00:00,2017-01-31 00:00:00
2511,975,9,2017-02-04 00:00:00,2017-04-15 00:00:00
4042,4316,9,2017-01-28 00:00:00,2017-03-13 00:00:00
928,4053,9,2017-02-07 00:00:00,2017-04-24 00:00:00
5500,5494,9,2017-02-17 00:00:00,2017-04-25 00:00:00
5481,5440,9,2017-02-17 00:00:00,2017-04-25 00:00:00
1001,368,9,2017-01-03 00:00:00,2017-04-10 00:00:00
740,716,9,2017-01-02 00:00:00,2017-01-31 00:00:00
2511,2759,9,2017-01-10 00:00:00,2017-03-13 00:00:00
2939,1371,9,2017-01-25 00:00:00,2017-03-13 00:00:00
4395,4316,9,2017-01-24 00:00:00,2017-03-13 00:00:00
2759,1484,9,2017-02-02 00:00:00,2017-03-13 00:00:00
2509,4656,9,2017-02-04 00:00:00,2017-03-20 00:00:00
4066,4083,9,2017-01-20 00:00:00,2017-03-14 00:00:00
2486,2440,9,2017-01-09 00:00:00,2017-04-23 00:00:00
4066,4080,9,2017-01-20 00:00:00,2017-03-14 00:00:00
716,751,9,2017-01-02 00:00:00,2017-01-31 00:00:00
928,1484,9,2017-02-04 00:00:00,2017-04-15 00:00:00
724,760,9,2017-01-02 00:00:00,2017-01-31 00:00:00
2783,1818,9,2017-02-02 00:00:00,2017-03-13 00:00:00
746,701,9,2017-01-02 00:00:00,2017-01-31 00:00:00
740,763,9,2017-01-02 00:00:00,2017-01-31 00:00:00
2969,975,9,2017-01-25 00:00:00,2017-03-13 00:00:00
751,772,9,2017-01-02 00:00:00,2017-01-31 00:00:00
4399,4042,9,2017-01-31 00:00:00,2017-04-02 00:00:00
4011,4083,9,2017-01-20 00:00:00,2017-03-14 00:00:00
2511,4025,9,2017-02-07 00:00:00,2017-04-24 00:00:00
5491,5440,9,2017-02-17 00:00:00,2017-04-25 00:00:00
750,773,9,2017-01-02 00:00:00,2017-04-05 00:00:00
1023,1095,9,2017-01-02 00:00:00,2017-01-31 00:00:00
740,751,9,2017-01-02 00:00:00,2017-01-31 00:00:00
746,724,9,2017-01-02 00:00:00,2017-01-31 00:00:00
2773,1884,9,2017-01-20 00:00:00,2017-04-25 00:00:00
4009,4080,9,2017-01-20 00:00:00,2017-03-14 00:00:00
746,716,9,2017-01-02 00:00:00,2017-01-31 00:00:00
4080,4083,9,2017-01-20 00:00:00,2017-03-14 00:00:00
1865,2773,9,2017-01-20 00:00:00,2017-04-25 00:00:00
760,772,9,2017-01-02 00:00:00,2017-01-31 00:00:00
740,733,8,2017-01-02 00:00:00,2017-01-29 00:00:00
1482,1818,8,2017-02-02 00:00:00,2017-03-10 00:00:00
4364,4044,8,2017-01-31 00:00:00,2017-03-14 00:00:00
5798,5706,8,2017-02-24 00:00:00,2017-04-25 00:00:00
2759,975,8,2017-02-04 00:00:00,2017-03-13 00:00:00
4046,4010,8,2017-01-20 00:00:00,2017-04-08 00:00:00
755,740,8,2017-01-02 00:00:00,2017-01-29 00:00:00
1043,385,8,2017-01-03 00:00:00,2017-03-06 00:00:00
759,746,8,2017-01-02 00:00:00,2017-01-29 00:00:00
4080,4364,8,2017-01-31 00:00:00,2017-03-14 00:00:00
5771,5734,8,2017-02-24 00:00:00,2017-04-25 00:00:00
917,937,8,2017-01-02 00:00:00,2017-04-21 00:00:00
755,763,8,2017-01-02 00:00:00,2017-01-29 00:00:00
4042,4059,8,2017-01-20 00:00:00,2017-03-10 00:00:00
4080,4059,8,2017-01-20 00:00:00,2017-03-03 00:00:00
4053,1337,8,2017-02-07 00:00:00,2017-04-15 00:00:00
2556,1272,8,2017-01-21 00:00:00,2017-04-16 00:00:00
2105,2106,8,2017-01-09 00:00:00,2017-03-24 00:00:00
4053,4316,8,2017-01-31 00:00:00,2017-03-13 00:00:00
4309,4373,8,2017-01-24 00:00:00,2017-03-10 00:00:00
226,670,8,2017-01-13 00:00:00,2017-03-25 00:00:00
3920,3937,8,2017-01-19 00:00:00,2017-04-25 00:00:00
1464,1484,8,2017-01-04 00:00:00,2017-03-03 00:00:00
755,724,8,2017-01-02 00:00:00,2017-01-29 00:00:00
4399,4053,8,2017-01-31 00:00:00,2017-03-13 00:00:00
1351,979,8,2017-01-25 00:00:00,2017-04-23 00:00:00
2783,2759,8,2017-01-10 00:00:00,2017-03-13 00:00:00
746,733,8,2017-01-02 00:00:00,2017-01-29 00:00:00
4012,4364,8,2017-01-31 00:00:00,2017-03-14 00:00:00
719,778,8,2017-01-02 00:00:00,2017-02-27 00:00:00
759,755,8,2017-01-02 00:00:00,2017-01-29 00:00:00
2699,2674,8,2017-01-10 00:00:00,2017-02-17 00:00:00
5978,5912,8,2017-03-05 00:00:00,2017-04-29 00:00:00
2263,2221,8,2017-01-09 00:00:00,2017-04-09 00:00:00
733,727,8,2017-01-02 00:00:00,2017-03-24 00:00:00
1666,407,8,2017-01-21 00:00:00,2017-03-03 00:00:00
724,733,8,2017-01-02 00:00:00,2017-01-29 00:00:00
5744,5706,8,2017-02-24 00:00:00,2017-04-25 00:00:00
760,739,8,2017-01-02 00:00:00,2017-01-29 00:00:00
1464,4044,8,2017-02-07 00:00:00,2017-04-05 00:00:00
1692,2560,8,2017-01-24 00:00:00,2017-03-20 00:00:00
274,205,8,2017-01-01 00:00:00,2017-02-27 00:00:00
2972,2911,8,2017-01-10 00:00:00,2017-03-26 00:00:00
2759,4373,8,2017-02-07 00:00:00,2017-04-25 00:00:00
2182,2137,8,2017-01-09 00:00:00,2017-04-10 00:00:00
2197,2175,8,2017-01-09 00:00:00,2017-04-12 00:00:00
3971,3994,8,2017-01-19 00:00:00,2017-04-15 00:00:00
1482,1484,8,2017-01-04 00:00:00,2017-03-10 00:00:00
4059,4052,8,2017-01-20 00:00:00,2017-03-10 00:00:00
2717,4373,8,2017-02-07 00:00:00,2017-04-25 00:00:00
2969,4388,8,2017-02-07 00:00:00,2017-04-02 00:00:00
4316,5440,8,2017-02-22 00:00:00,2017-04-25 00:00:00
364,374,8,2017-01-01 00:00:00,2017-01-29 00:00:00
2969,4395,8,2017-02-07 00:00:00,2017-04-02 00:00:00
752,755,8,2017-01-02 00:00:00,2017-04-05 00:00:00
1766,2905,8,2017-02-23 00:00:00,2017-04-29 00:00:00
1984,1971,8,2017-01-08 00:00:00,2017-03-17 00:00:00
4395,4053,8,2017-01-31 00:00:00,2017-03-13 00:00:00
975,930,8,2017-01-02 00:00:00,2017-03-10 00:00:00
205,275,8,2017-01-01 00:00:00,2017-02-27 00:00:00
366,739,8,2017-01-03 00:00:00,2017-03-04 00:00:00
4011,1666,8,2017-02-07 00:00:00,2017-04-05 00:00:00
2789,4080,8,2017-02-07 00:00:00,2017-04-13 00:00:00
4316,5443,8,2017-02-22 00:00:00,2017-04-25 00:00:00
4607,1884,8,2017-02-07 00:00:00,2017-04-25 00:00:00
2969,2759,8,2017-01-10 00:00:00,2017-03-13 00:00:00
2182,2131,8,2017-01-09 00:00:00,2017-04-10 00:00:00
2969,2867,8,2017-01-10 00:00:00,2017-03-13 00:00:00
4059,4017,8,2017-01-20 00:00:00,2017-03-10 00:00:00
364,772,8,2017-01-03 00:00:00,2017-04-20 00:00:00
4066,4364,8,2017-01-31 00:00:00,2017-03-14 00:00:00
759,763,8,2017-01-02 00:00:00,2017-01-29 00:00:00
2111,2182,8,2017-01-09 00:00:00,2017-04-10 00:00:00
1034,1616,8,2017-01-21 00:00:00,2017-04-15 00:00:00
5412,5435,8,2017-02-17 00:00:00,2017-04-24 00:00:00
2939,4395,8,2017-02-07 00:00:00,2017-04-02 00:00:00
1314,1371,8,2017-01-03 00:00:00,2017-03-10 00:00:00
4083,4364,8,2017-01-31 00:00:00,2017-03-14 00:00:00
1377,979,8,2017-01-25 00:00:00,2017-04-23 00:00:00
771,772,8,2017-01-02 00:00:00,2017-01-29 00:00:00
4011,1696,8,2017-02-07 00:00:00,2017-04-05 00:00:00
755,746,8,2017-01-02 00:00:00,2017-01-29 00:00:00
368,1095,8,2017-01-03 00:00:00,2017-01-31 00:00:00
2717,928,8,2017-02-04 00:00:00,2017-03-13 00:00:00
2939,2717,8,2017-01-10 00:00:00,2017-03-13 00:00:00
4009,4364,8,2017-01-31 00:00:00,2017-03-14 00:00:00
5423,975,8,2017-02-22 00:00:00,2017-04-22 00:00:00
1371,4025,8,2017-02-07 00:00:00,2017-04-15 00:00:00
975,915,8,2017-01-02 00:00:00,2017-03-10 00:00:00
368,739,8,2017-01-03 00:00:00,2017-04-22 00:00:00
739,374,8,2017-01-03 00:00:00,2017-03-04 00:00:00
1056,1053,8,2017-01-02 00:00:00,2017-01-29 00:00:00
5481,2717,8,2017-02-22 00:00:00,2017-04-25 00:00:00
2717,5494,8,2017-02-22 00:00:00,2017-04-25 00:00:00
4607,2773,8,2017-02-07 00:00:00,2017-04-25 00:00:00
2717,5500,8,2017-02-22 00:00:00,2017-04-25 00:00:00
2759,1371,8,2017-02-04 00:00:00,2017-03-13 00:00:00
4016,4080,8,2017-01-20 00:00:00,2017-03-03 00:00:00
4339,2941,8,2017-02-07 00:00:00,2017-04-12 00:00:00
733,763,8,2017-01-02 00:00:00,2017-01-29 00:00:00
2773,4674,8,2017-02-07 00:00:00,2017-04-25 00:00:00
4346,1444,8,2017-02-07 00:00:00,2017-04-13 00:00:00
4646,4609,8,2017-02-02 00:00:00,2017-03-20 00:00:00
4016,4012,8,2017-01-20 00:00:00,2017-03-03 00:00:00
4399,2939,8,2017-02-07 00:00:00,2017-04-02 00:00:00
4069,4346,8,2017-01-31 00:00:00,2017-03-20 00:00:00
2969,4042,8,2017-02-07 00:00:00,2017-04-02 00:00:00
2263,2222,8,2017-01-09 00:00:00,2017-04-09 00:00:00
2969,2717,8,2017-01-10 00:00:00,2017-03-13 00:00:00
5978,5946,8,2017-03-05 00:00:00,2017-04-16 00:00:00
1001,1056,8,2017-01-02 00:00:00,2017-01-29 00:00:00
2783,2789,8,2017-01-10 00:00:00,2017-03-03 00:00:00
1447,2550,8,2017-02-12 00:00:00,2017-04-22 00:00:00
4339,4066,8,2017-01-31 00:00:00,2017-03-14 00:00:00
2969,2941,8,2017-01-10 00:00:00,2017-03-03 00:00:00
772,739,8,2017-01-02 00:00:00,2017-01-29 00:00:00
5370,5310,8,2017-02-13 00:00:00,2017-04-23 00:00:00
772,368,8,2017-01-03 00:00:00,2017-04-10 00:00:00
2425,2500,8,2017-01-09 00:00:00,2017-04-17 00:00:00
4339,4011,8,2017-01-31 00:00:00,2017-03-14 00:00:00
2783,2717,8,2017-01-10 00:00:00,2017-03-13 00:00:00
364,746,8,2017-01-03 00:00:00,2017-04-20 00:00:00
752,724,8,2017-01-02 00:00:00,2017-01-29 00:00:00
4388,407,8,2017-02-07 00:00:00,2017-04-02 00:00:00
5478,5464,8,2017-02-17 00:00:00,2017-04-29 00:00:00
1337,4025,8,2017-02-07 00:00:00,2017-04-15 00:00:00
2236,2295,8,2017-01-09 00:00:00,2017-04-05 00:00:00
2969,2511,8,2017-01-10 00:00:00,2017-03-13 00:00:00
4044,1696,8,2017-02-07 00:00:00,2017-04-05 00:00:00
716,733,8,2017-01-02 00:00:00,2017-01-29 00:00:00
4353,4373,8,2017-01-24 00:00:00,2017-03-10 00:00:00
2717,1337,8,2017-02-04 00:00:00,2017-03-13 00:00:00
5720,5706,8,2017-02-24 00:00:00,2017-04-25 00:00:00
2783,1482,8,2017-02-02 00:00:00,2017-03-10 00:00:00
731,721,8,2017-01-02 00:00:00,2017-02-27 00:00:00
751,739,8,2017-01-02 00:00:00,2017-01-29 00:00:00
1314,915,8,2017-01-25 00:00:00,2017-03-10 00:00:00
759,752,8,2017-01-02 00:00:00,2017-01-29 00:00:00
4388,4053,8,2017-01-31 00:00:00,2017-03-13 00:00:00
759,760,8,2017-01-02 00:00:00,2017-01-29 00:00:00
4316,4025,8,2017-01-31 00:00:00,2017-03-13 00:00:00
1371,407,8,2017-02-04 00:00:00,2017-03-13 00:00:00
1056,1023,8,2017-01-02 00:00:00,2017-01-29 00:00:00
752,701,8,2017-01-02 00:00:00,2017-01-29 00:00:00
752,751,8,2017-01-02 00:00:00,2017-01-29 00:00:00
299,293,8,2017-01-01 00:00:00,2017-02-28 00:00:00
755,751,8,2017-01-02 00:00:00,2017-01-29 00:00:00
752,746,8,2017-01-02 00:00:00,2017-01-29 00:00:00
759,739,8,2017-01-02 00:00:00,2017-01-29 00:00:00
2600,2531,8,2017-01-10 00:00:00,2017-02-17 00:00:00
771,733,8,2017-01-02 00:00:00,2017-01-29 00:00:00
740,739,8,2017-01-02 00:00:00,2017-01-29 00:00:00
2780,2760,8,2017-01-10 00:00:00,2017-04-15 00:00:00
2075,2062,8,2017-01-09 00:00:00,2017-04-23 00:00:00
731,778,8,2017-01-02 00:00:00,2017-02-27 00:00:00
752,760,8,2017-01-02 00:00:00,2017-01-29 00:00:00
1865,4674,8,2017-02-07 00:00:00,2017-04-25 00:00:00
2959,2941,8,2017-01-10 00:00:00,2017-03-03 00:00:00
4395,4025,8,2017-01-31 00:00:00,2017-03-13 00:00:00
2759,1337,8,2017-02-04 00:00:00,2017-03-13 00:00:00
4700,4682,8,2017-02-02 00:00:00,2017-04-02 00:00:00
4969,4942,8,2017-02-09 00:00:00,2017-04-25 00:00:00
3414,3413,8,2017-01-13 00:00:00,2017-04-22 00:00:00
650,610,8,2017-01-02 00:00:00,2017-03-09 00:00:00
2939,1484,8,2017-02-04 00:00:00,2017-03-13 00:00:00
3123,610,8,2017-01-13 00:00:00,2017-03-17 00:00:00
5744,5720,8,2017-02-24 00:00:00,2017-04-25 00:00:00
1056,1095,8,2017-01-02 00:00:00,2017-01-29 00:00:00
4017,4052,8,2017-01-20 00:00:00,2017-03-10 00:00:00
2941,1696,8,2017-01-10 00:00:00,2017-03-14 00:00:00
719,731,8,2017-01-02 00:00:00,2017-02-27 00:00:00
2728,1498,8,2017-01-20 00:00:00,2017-04-29 00:00:00
2959,1484,8,2017-02-04 00:00:00,2017-03-13 00:00:00
4399,407,8,2017-02-07 00:00:00,2017-04-02 00:00:00
1012,2645,8,2017-02-10 00:00:00,2017-04-20 00:00:00
4025,975,8,2017-02-07 00:00:00,2017-04-15 00:00:00
759,716,8,2017-01-02 00:00:00,2017-01-29 00:00:00
477,3120,8,2017-01-21 00:00:00,2017-04-25 00:00:00
759,740,8,2017-01-02 00:00:00,2017-01-29 00:00:00
2260,2288,8,2017-01-09 00:00:00,2017-04-23 00:00:00
771,760,8,2017-01-02 00:00:00,2017-01-29 00:00:00
309,308,8,2017-01-01 00:00:00,2017-02-27 00:00:00
4016,4017,8,2017-01-20 00:00:00,2017-03-10 00:00:00
368,374,8,2017-01-01 00:00:00,2017-01-29 00:00:00
752,740,8,2017-01-02 00:00:00,2017-01-29 00:00:00
2910,2901,8,2017-01-10 00:00:00,2017-04-22 00:00:00
4042,4012,8,2017-01-20 00:00:00,2017-03-03 00:00:00
771,701,8,2017-01-02 00:00:00,2017-01-29 00:00:00
211,266,8,2017-01-01 00:00:00,2017-02-11 00:00:00
602,290,8,2017-01-20 00:00:00,2017-04-24 00:00:00
2544,2596,8,2017-01-10 00:00:00,2017-03-20 00:00:00
364,1095,8,2017-01-03 00:00:00,2017-01-31 00:00:00
1503,1598,8,2017-01-07 00:00:00,2017-02-19 00:00:00
2667,2674,8,2017-01-10 00:00:00,2017-02-17 00:00:00
928,407,8,2017-02-04 00:00:00,2017-03-13 00:00:00
4309,4353,8,2017-01-24 00:00:00,2017-03-10 00:00:00
2667,2699,8,2017-01-10 00:00:00,2017-02-17 00:00:00
334,362,8,2017-01-01 00:00:00,2017-03-30 00:00:00
2759,928,8,2017-02-04 00:00:00,2017-03-13 00:00:00
2655,2674,8,2017-01-10 00:00:00,2017-02-17 00:00:00
1447,4441,8,2017-02-12 00:00:00,2017-04-22 00:00:00
4339,4044,8,2017-01-31 00:00:00,2017-03-14 00:00:00
